CHR,BP,SNP,P_nonlog,p_adjusted,CTS,NS
20,64056802,NA,0.006241844,0.533727722,0.356435644,0.633663366
2,89027730,IGKV3-11,0.005940756,0.533727722,0.198019802,0.623762376
15,50497079,NA,0.006743928,0.533727722,0.257425743,0.742574257
16,8849331,NA,0.006425131,0.533727722,0.158415842,0.772277228
17,35731648,RASL10B,0.005845542,0.533727722,0.237623762,0.762376238
15,45702639,NA,0.006755246,0.533727722,0.158415842,0.841584158
1,87808371,NA,0.006636815,0.533727722,0.495049505,0.504950495
12,120438089,COX6A1,0.006668738,0.533727722,0.801980198,0.198019802
4,15681660,FBXL5,0.005817083,0.533727722,0.732673267,0.247524752
1,203351488,FMOD,0.005454053,0.533727722,0.623762376,0.356435644
13,50909677,RNASEH2B,0.006716684,0.533727722,0.831683168,0.168316832
16,23445960,COG7,0.005815041,0.533727722,0.762376238,0.108910891
12,50111978,COX14,0.006599772,0.533727722,0.841584158,0.158415842
9,95517056,PTCH1,0.006410755,0.533727722,0.693069307,0.306930693
3,153980185,LINC02006,0.006098905,0.533727722,0.544554455,0.445544554
21,32587372,TCP10L,0.005730172,0.533727722,0.554455446,0.445544554
8,91070188,OTUD6B-AS1,0.005920737,0.533727722,0.742574257,0.257425743
2,89143159,IGKV3-20,0.006873921,0.533889154,0.168316832,0.831683168
17,21214623,TMEM11,0.007063028,0.542176974,0.297029703,0.702970297
19,49361782,DKKL1,0.007069554,0.542176974,0.702970297,0.297029703
22,41800678,CCDC134,0.007136044,0.543855728,0.316831683,0.683168317
2,24076525,FAM228B,0.007359015,0.553977922,0.524752475,0.475247525
20,32030999,NA,0.00735972,0.553977922,0.554455446,0.396039604
10,68721011,CCAR1,0.007475221,0.555810015,0.079207921,0.643564356
10,5288469,AKR1C7P,0.007432928,0.555810015,0,0.524752475
12,111369120,PHETA1,0.007528604,0.556386631,0.148514851,0.831683168
8,37331983,NA,0.007698329,0.565502569,0.673267327,0.326732673
1,6424669,HES2,0.008078504,0.572377064,0,0.95049505
7,118184031,LSM8,0.008412432,0.572377064,0.297029703,0.623762376
11,125063066,SLC37A2,0.008488195,0.572377064,0.386138614,0.504950495
12,56222014,NABP2,0.00840185,0.572377064,0.257425743,0.742574257
19,5791237,DUS3L,0.008095177,0.572377064,0.475247525,0.524752475
1,153627925,S100A1,0.008241355,0.572377064,0.316831683,0.683168317
15,85240471,GOLGA6L3P,0.008233444,0.572377064,0.00990099,0.95049505
6,43737833,NA,0.00841263,0.572377064,0,0.920792079
16,27453392,IL21R-AS1,0.008363593,0.572377064,0.01980198,0.98019802
2,68252869,NA,0.007945136,0.572377064,0.207920792,0.782178218
1,171185207,FMO2,0.008270943,0.572377064,0.504950495,0.495049505
7,12686855,ARL4A,0.008436416,0.572377064,0.772277228,0.148514851
11,65333753,DPF2,0.008138117,0.572377064,0.544554455,0.455445545
8,27772652,CCDC25,0.008294934,0.572377064,0.801980198,0.198019802
1,30718503,MATN1-AS1,0.008496002,0.572377064,0.534653465,0.465346535
1,42035924,HIVEP3,0.00867034,0.575143768,0.247524752,0.712871287
15,68206109,CALML4,0.008827345,0.575143768,0.089108911,0.594059406
17,47855873,SP6,0.008754167,0.575143768,0,0.940594059
19,17821573,INSL3,0.008826037,0.575143768,0.128712871,0.831683168
17,42536171,NAGLU,0.008772256,0.575143768,0.594059406,0.405940594
15,59689533,BNIP2,0.008645233,0.575143768,0.871287129,0.099009901
12,54830518,MUCL1,0.008867232,0.575143768,0.544554455,0.247524752
1,32108037,KPNA6,0.012271673,0.587889056,0.267326733,0.732673267
4,5893057,CRMP1,0.011145613,0.587889056,0.168316832,0.831683168
2,120735622,GLI2,0.010147118,0.587889056,0.336633663,0.663366337
2,96208414,STARD7,0.011821211,0.587889056,0.405940594,0.594059406
11,62646725,GANAB,0.012695689,0.587889056,0.01980198,0.98019802
15,63833941,HERC1,0.011477044,0.587889056,0.198019802,0.801980198
15,78949573,CTSH,0.012578342,0.587889056,0.356435644,0.643564356
8,71362231,EYA1,0.00955024,0.587889056,0.346534653,0.623762376
4,169612632,CLCN3,0.010658145,0.587889056,0.326732673,0.663366337
6,132814440,RPS12,0.010569598,0.587889056,0.435643564,0.564356436
6,41736258,TFEB,0.009498896,0.587889056,0.198019802,0.801980198
16,4846664,UBN1,0.011783449999999999,0.587889056,0.336633663,0.663366337
8,23069178,TNFRSF10B,0.01253467,0.587889056,0.227722772,0.762376238
9,135961379,UBAC1,0.010055226,0.587889056,0.217821782,0.782178218
4,156971393,PDGFC,0.011483719,0.587889056,0.089108911,0.900990099
4,127965952,MFSD8,0.010973079,0.587889056,0.217821782,0.782178218
5,150660873,MYOZ3,0.011983591,0.587889056,0.02970297,0.940594059
7,21946083,CDCA7L,0.009617351,0.587889056,0.495049505,0.504950495
17,16380797,UBB,0.010619138,0.587889056,0.445544554,0.554455446
10,45727231,WASHC2C,0.011724236,0.587889056,0.425742574,0.574257426
19,11375512,SWSAP1,0.009770413,0.587889056,0.396039604,0.584158416
14,35809303,RALGAPA1,0.012000404,0.587889056,0.267326733,0.732673267
19,58002060,ZNF606-AS1,0.009239985,0.587889056,0.168316832,0.831683168
17,44656403,MEIOC,0.012941186,0.587889056,0.108910891,0.891089109
8,144358511,FBXL6,0.013257879,0.587889056,0.158415842,0.841584158
5,140107776,PURA,0.013258118,0.587889056,0.386138614,0.603960396
5,850985,ZDHHC11,0.011905872,0.587889056,0.455445545,0.544554455
17,68247938,AMZ2,0.009821612,0.587889056,0.366336634,0.633663366
1,119601339,HSD3BP5,0.010618893,0.587889056,0.247524752,0.752475248
6,30557174,PRR3,0.011352847,0.587889056,0.02970297,0.95049505
12,111599675,ATXN2,0.012294946,0.587889056,0.059405941,0.940594059
14,74084795,LIN52,0.013121319,0.587889056,0.207920792,0.792079208
1,111739840,INKA2-AS1,0.009818727,0.587889056,0.069306931,0.584158416
2,88765806,ANKRD36BP2,0.011888453,0.587889056,0.03960396,0.792079208
15,84516813,GOLGA6L5P,0.012963963,0.587889056,0.376237624,0.623762376
7,23105702,KLHL7-DT,0.012174339,0.587889056,0.217821782,0.782178218
9,19201045,NA,0.012032656,0.587889056,0.217821782,0.663366337
2,24175004,NA,0.011922013,0.587889056,0.03960396,0.831683168
1,117059489,CD101-AS1,0.010048388,0.587889056,0.178217822,0.772277228
6,32164582,EGFL8,0.009771607,0.587889056,0.415841584,0.584158416
17,50508327,NA,0.011563908,0.587889056,0.079207921,0.683168317
11,62574085,EEF1G,0.009632476,0.587889056,0.445544554,0.554455446
8,38335980,NA,0.012709414,0.587889056,0,0.99009901
1,110058339,NA,0.012354475,0.587889056,0.227722772,0.772277228
17,28926274,NA,0.013199326,0.587889056,0.277227723,0.712871287
18,6929965,LINC00668,0.009766507,0.587889056,0.346534653,0.653465347
4,54059596,NA,0.013148614,0.587889056,0,0.861386139
19,34860575,NA,0.010574239,0.587889056,0.108910891,0.881188119
16,21158376,LDAF1,0.012572663,0.587889056,0.811881188,0.188118812
5,163503113,MAT2B,0.012031817,0.587889056,0.623762376,0.376237624
5,80408012,ZFYVE16,0.010061144,0.587889056,0.801980198,0.178217822
18,57586771,FECH,0.012279599,0.587889056,0.524752475,0.475247525
10,26438202,APBB1IP,0.010607513,0.587889056,0.722772277,0.277227723
22,23786962,SMARCB1,0.013005144,0.587889056,0.851485149,0.148514851
22,39901081,GRAP2,0.010696851,0.587889056,0.930693069,0.04950495
7,90335222,GTPBP10,0.012148351,0.587889056,0.673267327,0.326732673
7,2354085,EIF3B,0.00956775,0.587889056,0.841584158,0.158415842
3,187737943,BCL6,0.010099452,0.587889056,0.534653465,0.217821782
11,47579008,KBTBD4,0.010290135,0.587889056,0.663366337,0.267326733
2,219278169,TUBA4A,0.010503768,0.587889056,0.97029703,0
1,10796649,CASZ1,0.011648714,0.587889056,0.782178218,0.217821782
5,146182659,LARS1,0.012883707,0.587889056,0.702970297,0.297029703
12,107685731,PWP1,0.012442195,0.587889056,0.603960396,0.396039604
2,191151595,STAT4,0.010568109,0.587889056,0.594059406,0.405940594
14,57390543,NAA30,0.011659488,0.587889056,0.742574257,0.257425743
9,122264602,MRRF,0.012499491,0.587889056,0.801980198,0.198019802
9,129028302,SH3GLB2,0.013239443,0.587889056,0.633663366,0.366336634
4,78939437,PAQR3,0.012908526,0.587889056,0.801980198,0.158415842
14,34714822,CFL2,0.009214619,0.587889056,0.504950495,0.495049505
17,1742835,SERPINF2,0.010374721,0.587889056,0.504950495,0.485148515
2,61854142,FAM161A,0.011009399,0.587889056,0.712871287,0.287128713
19,54200741,RPS9,0.012824616,0.587889056,0.534653465,0.465346535
5,16465791,ZNF622,0.011381582,0.587889056,0.95049505,0.04950495
1,171841497,DNM3,0.011216115,0.587889056,0.564356436,0.425742574
17,63622414,MAP3K3,0.012354969,0.587889056,0.801980198,0.198019802
17,6640756,KIAA0753,0.009840887,0.587889056,0.524752475,0.435643564
7,101252315,FIS1,0.012433152,0.587889056,0.831683168,0.168316832
1,202604267,SYT2-AS1,0.012191145,0.587889056,0.693069307,0.148514851
9,7478319,RPL4P5,0.012670103,0.587889056,0.524752475,0.445544554
7,108510232,RPL7P32,0.010946702,0.587889056,0.801980198,0.089108911
3,64684908,ADAMTS9-AS2,0.01099785,0.587889056,0.534653465,0.465346535
15,43796141,HYPK,0.013025795,0.587889056,0.594059406,0.386138614
15,41837774,PLA2G4B,0.012540522,0.587889056,0.623762376,0.376237624
19,57559862,ZNF550,0.011616544,0.587889056,0.623762376,0.366336634
5,176354205,NA,0.010162283,0.587889056,0.99009901,0.00990099
1,56258570,NA,0.01046443,0.587889056,0.693069307,0.306930693
4,1712820,NA,0.011578024,0.587889056,0.584158416,0.415841584
2,216217044,LINC01963,0.013331987,0.589022645,0.04950495,0.95049505
8,108435332,EIF3E,0.013386012,0.589274461,0.237623762,0.762376238
12,4649046,AKAP3,0.013583559,0.592998399,0,1
2,210002564,RPE,0.013641818,0.592998399,0.356435644,0.643564356
21,34073223,MRPS6,0.013527102,0.592998399,0.297029703,0.702970297
1,35059785,ZMYM1,0.013665126,0.592998399,0.792079208,0.207920792
16,50152917,TENT4B,0.013896872,0.59668469,0.099009901,0.891089109
5,55530700,RNF138P1,0.013892887,0.59668469,0.02970297,0.940594059
17,6651717,C17orf100,0.013875086,0.59668469,0.118811881,0.871287129
2,241149503,PASK,0.014147927,0.597252526,0.178217822,0.821782178
1,28236108,ATP5IF1,0.014133448,0.597252526,0.465346535,0.534653465
15,100342004,ADAMTS17,0.014560876,0.597252526,0.198019802,0.752475248
18,8705660,MTCL1,0.014266803,0.597252526,0.445544554,0.554455446
17,56838772,C17orf67,0.014059796,0.597252526,0.04950495,0.95049505
19,54242790,LILRA6,0.014595806,0.597252526,0.485148515,0.504950495
22,38507659,DDX17,0.014032426,0.597252526,0.534653465,0.465346535
1,155859399,GON4L,0.01423593,0.597252526,0.772277228,0.227722772
12,116277337,MED13L,0.014443183,0.597252526,0.603960396,0.396039604
18,62187257,RELCH,0.014317717,0.597252526,0.722772277,0.257425743
9,129824133,TOR1A,0.014579348,0.597252526,0.613861386,0.386138614
11,62761543,POLR2G,0.014444344,0.597252526,0.861386139,0.128712871
17,81918193,SIRT7,0.014519924,0.597252526,0.663366337,0.217821782
10,96560184,NPM1P26,0.014213531,0.597252526,0.603960396,0.396039604
5,75717480,POC5,0.014674634,0.59846986,0.633663366,0.356435644
18,9334440,TWSG1-DT,0.014932406,0.606952539,0.089108911,0.643564356
14,69617121,NA,0.015069423,0.610486869,0.178217822,0.782178218
21,39183850,PSMG1,0.015314345,0.612483891,0.306930693,0.693069307
20,32585073,NOL4L,0.015280358,0.612483891,0.138613861,0.861386139
7,144286965,ARHGEF34P,0.015205837,0.612483891,0.089108911,0.910891089
9,127917037,ST6GALNAC4,0.015319632,0.612483891,0.95049505,0.04950495
2,73828915,STAMBP,0.015455204,0.613389451,0.425742574,0.534653465
2,138501697,SPOPL-DT,0.015543492,0.613389451,0.01980198,0.871287129
1,97545700,SEC63P1,0.015495686,0.613389451,0.128712871,0.782178218
5,65723034,SGTB,0.015481444,0.613389451,0.712871287,0.277227723
22,23969210,NA,0.015607953,0.613946372,0.237623762,0.712871287
18,31447794,DSG3,0.015789904,0.619106409,0.089108911,0.544554455
2,72148037,CYP26B1,0.017624552,0.627808777,0.03960396,0.752475248
17,19648135,ALDH3A2,0.017813829,0.627808777,0.306930693,0.584158416
22,40857021,ST13,0.016210153,0.627808777,0.059405941,0.940594059
22,41544605,POLR3H,0.017684015,0.627808777,0.356435644,0.643564356
19,38832004,ECH1,0.017413311,0.627808777,0.128712871,0.871287129
10,96043393,CCNJ,0.017674717,0.627808777,0.108910891,0.693069307
6,87322674,SMIM8,0.017137686,0.627808777,0.01980198,0.98019802
19,45863289,SYMPK,0.017183374,0.627808777,0.099009901,0.900990099
2,86195588,IMMT,0.016746392,0.627808777,0.227722772,0.772277228
10,87841342,ATAD1,0.017722084,0.627808777,0.475247525,0.514851485
21,45981736,COL6A1,0.017529373,0.627808777,0.386138614,0.613861386
1,112396180,CTTNBP2NL,0.017211597,0.627808777,0.227722772,0.772277228
22,21630063,YDJC,0.016574909,0.627808777,0.207920792,0.792079208
16,31150093,PRSS36,0.017728079,0.627808777,0.267326733,0.732673267
17,42798703,COA3,0.016124759,0.627808777,0.445544554,0.554455446
8,47157117,RPL10AP2,0.016667591,0.627808777,0.207920792,0.574257426
16,29662978,SPN,0.017125881,0.627808777,0.287128713,0.712871287
9,25678439,TUSC1,0.01769213,0.627808777,0.435643564,0.564356436
9,36304923,HMGB3P24,0.017445568,0.627808777,0.079207921,0.801980198
7,33803155,NA,0.017619738,0.627808777,0.168316832,0.792079208
7,141656726,NA,0.016296466,0.627808777,0.118811881,0.881188119
4,155734447,NA,0.017805941,0.627808777,0.168316832,0.831683168
16,29350745,SNX29P2,0.016434353,0.627808777,0.00990099,0.920792079
1,120850984,RNVU1-19,0.017389913,0.627808777,0,0.900990099
17,45317039,MAP3K14,0.016237358,0.627808777,0.762376238,0.207920792
8,60516856,RAB2A,0.017195026,0.627808777,0.920792079,0.079207921
5,60372713,PDE4D,0.016198591,0.627808777,0.504950495,0.485148515
2,70554192,TGFA,0.017295164,0.627808777,0.633663366,0.356435644
2,102736904,TMEM182,0.017747261,0.627808777,0.782178218,0.217821782
11,57390656,PRG2,0.016823611,0.627808777,0.633663366,0.356435644
17,7574712,SNORA48,0.016724461,0.627808777,0.742574257,0.148514851
12,111842901,MAPKAPK5-AS1,0.017443291,0.627808777,0.772277228,0.089108911
11,6489376,NA,0.016671355,0.627808777,0.940594059,0.059405941
11,86703098,NA,0.016439406,0.627808777,0.633663366,0.366336634
19,58362584,ZNF497-AS1,0.016357176,0.627808777,0.801980198,0.198019802
12,4275064,CCND2-AS1,0.018051813,0.634362565,0.435643564,0.524752475
2,24175068,FAM228A,0.018169836,0.635930465,0.306930693,0.693069307
9,129575408,NA,0.018200733,0.635930465,0.742574257,0.01980198
14,88384923,SPATA7,0.018368761,0.63633145,0.069306931,0.930693069
9,15511018,PSIP1,0.018337231,0.63633145,0.495049505,0.504950495
2,86199354,MRPL35,0.018271721,0.63633145,0.514851485,0.485148515
16,82626802,CDH13,0.018693857,0.6457589,0.920792079,0.079207921
4,100880125,EMCN,0.018942406,0.65116235,0.188118812,0.801980198
12,123519855,NA,0.019034493,0.65116235,0.405940594,0.594059406
12,106987165,MTERF2,0.019063881,0.65116235,0.742574257,0.257425743
3,12484431,TSEN2,0.018987001,0.65116235,0.514851485,0.485148515
2,219434845,SPEG,0.019247709000000002,0.651475086,0.059405941,0.940594059
5,134904905,PCBD2,0.019354443,0.651475086,0.108910891,0.891089109
11,66317043,CD248,0.019610355,0.651475086,0.405940594,0.594059406
6,117907525,SLC35F1,0.019298575,0.651475086,0.059405941,0.643564356
5,53109841,MOCS2-DT,0.019463273,0.651475086,0.217821782,0.782178218
11,75583195,NA,0.019220446,0.651475086,0.099009901,0.633663366
11,47221750,NA,0.019682845,0.651475086,0.059405941,0.841584158
20,45857405,ACOT8,0.019611075,0.651475086,0.831683168,0.168316832
1,156282934,TMEM79,0.019756518,0.651475086,0.524752475,0.475247525
10,49539537,ERCC6,0.019767573,0.651475086,0.772277228,0.227722772
1,37474410,LITATS1,0.01971121,0.651475086,0.524752475,0.475247525
16,30107674,NA,0.019667217,0.651475086,0.514851485,0.306930693
20,47318501,NA,0.019237722,0.651475086,0.762376238,0.089108911
4,153789119,SFRP2,0.019906275,0.654277948,0.891089109,0.108910891
12,56334173,IL23A,0.020222415,0.659070988,0.02970297,0.722772277
7,100428816,MEPCE,0.02018955,0.659070988,0.376237624,0.514851485
12,113221048,IQCD,0.020268298,0.659070988,0.02970297,0.900990099
15,67838878,SKOR1-AS1,0.020221737,0.659070988,0.00990099,0.96039604
17,63932353,CD79B,0.020353357,0.660076685,0.079207921,0.900990099
1,231337102,EXOC8,0.020559277,0.664986274,0.554455446,0.316831683
