CHR,BP,SNP,P_nonlog,p_adjusted,CTS,NS
12,31073847,DDX11,0.224827414737349,0.880276173753511,0,1
8,143541452,ZC3H3,0.683234454593581,0.974594704630722,0,1
2,63588799,MDH1,0.735779175113309,0.980051035639129,0,1
4,41990471,SLC30A9,0.811926624704238,0.982134296771912,0,1
1,149936866,MTMR11,0.404106867167227,0.914072639085118,0,1
10,99732099,COX15,0.326224768391504,0.905768810095788,0,1
7,44541314,NPC1L1,0.392079472967096,0.914072639085118,0,1
7,44490879,NUDCD3,0.441970979291241,0.924607100410356,0,1
3,52705634,GLT8D1,0.191167190570624,0.85414017372834,0,1
2,218382028,SLC11A1,0.834648143701249,0.98384115137052,0,1
3,149736713,WWTR1,0.632991073434075,0.966917169264236,0,1
1,160115772,ATP1A2,0.967719786461811,0.998320138638603,0,1
2,32628031,TTC27,0.197028222854791,0.855258281186034,0,1
2,118942165,MARCO,0.0255751294429207,0.670635439677434,0,1
7,81770437,HGF,0.493398737872501,0.93960051326733,0,1
10,124942122,ZRANB1,0.683760794759584,0.974594704630722,0,1
11,94492905,MRE11,0.309201793265485,0.905768810095788,0,1
19,32869765,SLC7A9,0.286586925915215,0.897986950518226,0,1
2,32063610,SPAST,0.0984124734221394,0.793943067511299,0,1
11,3165769,OSBPL5,0.394166999924447,0.914072639085118,0,1
2,210477681,CPS1,0.509816706293352,0.94090492292151,0,1
19,54953129,NLRP2,0.971876102398913,0.998645910094565,0,1
8,141308304,SLC45A4,0.787544548615926,0.980456857817333,0,1
12,120533479,RNF10,0.518292377155284,0.941709375420156,0,1
14,102317376,ZNF839,0.992909019431453,0.999788830916173,0,1
11,507299,RNH1,0.804898918716069,0.981432304753313,0,1
2,206159583,NDUFS1,0.668100232747505,0.974288121180029,0,1
8,52745842,RB1CC1,0.981203365162904,0.998955248648553,0,1
3,52198085,ALAS1,0.931002336819997,0.993314033309993,0,1
14,61762356,SNAPC1,0.212478264789226,0.874718216013965,0,1
22,50530055,TYMP,0.634822974943227,0.968034075027873,0,1
10,17228258,VIM,0.102835067394546,0.800274542971741,0,1
10,88990581,FAS,0.443667273116707,0.924855367521345,0,1
6,166957183,RNASET2,0.504893508797464,0.94090492292151,0,1
6,26402236,BTN3A1,0.112221965412661,0.804584248328812,0,1
13,23889418,MIPEP,0.768237705751338,0.980319912913549,0,1
6,137219448,IFNGR1,0.154724683942618,0.832378731475532,0,1
5,177600099,B4GALT7,0.841371704789955,0.98384115137052,0,1
2,57907650,VRK2,0.0637637454994724,0.756063472339939,0,1
1,12167038,TNFRSF1B,0.319520371001913,0.905768810095788,0,1
12,95217745,VEZT,0.487550748053919,0.937377205209011,0,1
15,64094122,SNX1,0.485628408558471,0.93732026576331,0,1
14,69398014,SLC39A9,0.487876857597558,0.937377205209011,0,1
8,41896761,ANK1,0.908721865233997,0.9914826985321,0,1
11,47848554,NUP160,0.0711947612670087,0.760287830281628,0,1
6,33580292,BAK1,0.976353346111718,0.998645910094565,0,1
2,213152426,IKZF2,0.70319795753435,0.976608419424908,0,1
6,49463377,CENPQ,0.326784619076561,0.905768810095788,0,1
1,109213917,SARS1,0.64132430634261,0.969742367194708,0,1
4,67701178,UBA6,0.280326740657659,0.893636817508345,0,1
15,68054178,PIAS1,0.0544926097274145,0.744243263598373,0,1
15,28884482,APBA2,0.962408192622221,0.997991315356414,0,1
8,48735310,CLXN,0.00742171750879206,0.564452226551596,0,1
3,131027648,ASTE1,0.210636370588416,0.874718216013965,0,1
8,100336217,RNF19A,0.638579880497661,0.968511688274635,0,1
10,73995192,VCL,0.506310041509336,0.94090492292151,0,1
15,64072032,DAPK2,0.22392063088745,0.880032148878884,0,1
1,244452133,ADSS2,0.669687130421696,0.974288121180029,0,1
2,224585396,CUL3,0.892358763635082,0.9914826985321,0,1
8,2045039,MYOM2,0.0467126232402351,0.739162526514506,0,1
5,172958778,RPL26L1,0.490878646309076,0.938145661244907,0,1
5,6633290,NSUN2,0.434788941215349,0.924558755381023,0,1
5,154038936,MFAP3,0.841484759706165,0.98384115137052,0,1
19,13764531,MRI1,0.0229260642090732,0.658773654503479,0,1
4,177442502,AGA,0.848404779383519,0.984496531380847,0,1
4,25233974,PI4K2B,0.210894855614693,0.874718216013965,0,1
4,13627722,BOD1L1,0.157708322173369,0.834577089974997,0,1
5,83471464,VCAN,0.71426758466606,0.977486743374554,0,1
8,16567489,MSR1,0.296956072330381,0.899810955874169,0,1
5,13944542,DNAH5,0.254817110621336,0.88913921251193,0,1
5,169583633,SPDL1,0.853528226379173,0.984496531380847,0,1
1,19312325,SLC66A1,0.51962174921104,0.941709375420156,0,1
17,3636467,CTNS,0.596250437036522,0.959767176020603,0,1
3,194672476,LSG1,0.740568630790029,0.980051035639129,0,1
3,51942344,PARP3,0.270237257628506,0.893636817508345,0,1
1,6624865,THAP3,0.321028036161333,0.905768810095788,0,1
2,85354392,RETSAT,0.122293776028295,0.813175935279845,0,1
11,129375939,BARX2,0.0652858647547299,0.758048283612543,0,1
1,39883510,TRIT1,0.404547077593064,0.914072639085118,0,1
3,89107523,EPHA3,0.110784225627288,0.802735077942416,0,1
9,125241329,HSPA5,0.261964794848694,0.890673521853415,0,1
8,67952117,PREX2,0.879736362310121,0.989602024514639,0,1
5,113513682,YTHDC2,0.442396339463673,0.924607100410356,0,1
8,53843557,ATP6V1H,0.148991134141179,0.831022981212901,0,1
15,52709816,ATOSA,0.0976756848594833,0.793943067511299,0,1
12,5946231,ANO2,0.13196380203717,0.817074088871852,0,1
12,4538507,FERRY3,0.640691539433326,0.969487677176088,0,1
8,102239117,RRM2B,0.195317512833771,0.855258281186034,0,1
12,16610593,LMO3,0.929951992801263,0.993225180114794,0,1
6,42217864,MRPS10,0.0771368274523119,0.776361165446502,0,1
1,12230066,VPS13D,0.178016943975881,0.851052137961229,0,1
5,65481919,ADAMTS6,NA,NA,0,1
1,9234774,H6PD,0.477400681502664,0.933957611696401,0,1
5,1345098,CLPTM1L,0.0641965594264362,0.756255660563551,0,1
5,72320526,PTCD2,0.15754853458197,0.834577089974997,0,1
14,59484442,JKAMP,0.493532938280379,0.93960051326733,0,1
7,144355287,ARHGEF5,0.922513397550248,0.992069678064095,0,1
7,26152239,NFE2L3,0.480143240258482,0.933957611696401,0,1
6,13814567,MCUR1,0.426583101604558,0.922618464824255,0,1
12,51047961,LETMD1,0.0587303452513761,0.744901464394338,0,1
5,180292098,MAPK9,0.889550060369365,0.9914826985321,0,1
5,176034679,THOC3,0.851287437138,0.984496531380847,0,1
5,133612563,FSTL4,0.673560251906118,0.974288121180029,0,1
1,19312145,AKR7A2,0.778613233624571,0.980319912913549,0,1
1,19251552,MRTO4,0.632363704424558,0.966816051765673,0,1
3,183428777,MCF2L2,0.941071554241933,0.993589888754921,0,1
4,25377212,ANAPC4,0.379187160152135,0.914072639085118,0,1
1,36155963,TRAPPC3,0.772101213794067,0.980319912913549,0,1
2,159904748,LY75,0.204091911195398,0.8648750883034,0,1
1,241677375,OPN3,0.541875530411486,0.951236707926137,0,1
1,243256033,SDCCAG8,0.515286265616203,0.94090492292151,0,1
14,87993664,GALC,0.799741785879936,0.980963430381155,0,1
7,148698664,CUL1,0.0567964176655307,0.744243263598373,0,1
5,157266078,CYFIP2,0.0519807158960826,0.744243263598373,0,1
6,149317533,TAB2,0.240032230476476,0.88913921251193,0,1
2,37157064,EIF2AK2,0.820176864729573,0.983164479510132,0,1
17,78841440,USP36,0.890389887256233,0.9914826985321,0,1
2,56184122,CCDC85A,0.562669703554173,0.951392832444744,0,1
3,98901688,DCBLD2,0.72554413363971,0.978303230775994,0,1
12,32896839,PKP2,0.326516515860848,0.905768810095788,0,1
1,75796881,MSH4,0.783461526069963,0.98045592937813,0,1
13,113105787,F7,0.152558816797292,0.831803030744197,0,1
12,94650561,TMCC3,0.558397631593826,0.951392832444744,0,1
3,179652754,USP13,0.736647730085137,0.980051035639129,0,1
1,16921949,CROCC,0.915668138720393,0.991970281352968,0,1
16,2911936,FLYWCH1,0.117151149433724,0.805435557737763,0,1
7,140063720,PARP12,0.172201592267891,0.848738439219658,0,1
1,234479102,TARBP1,0.365902751288415,0.914072639085118,0,1
4,151761022,GATB,0.210926771968913,0.874718216013965,0,1
12,7936274,SLC2A3,0.4649297156318,0.930752241999648,0,1
18,79679800,CTDP1,0.555003318374347,0.951392832444744,0,1
12,10723311,YBX3,0.195736156111168,0.855258281186034,0,1
12,752592,WNK1,0.113295233265138,0.804584248328812,0,1
20,62804834,OGFR,0.0712619696977483,0.760287830281628,0,1
19,3136192,GNA15,0.0457766303847131,0.736986376599425,0,1
1,26787471,PIGV,0.196214281485333,0.855258281186034,0,1
12,130517916,RIMBP2,0.728197467710773,0.978808665454273,0,1
11,32893177,QSER1,0.75421925015946,0.980319912913549,0,1
12,47833131,HDAC7,0.055590659241147,0.744243263598373,0,1
12,53006157,EIF4B,0.195714261000069,0.855258281186034,0,1
19,48619270,RPL18,0.194101037175078,0.855258281186034,0,1
19,48646311,CA11,0.919255858221971,0.992069678064095,0,1
19,55462342,ISOC2,0.210414052725728,0.874718216013965,0,1
19,55654145,U2AF2,0.215808004245307,0.874718216013965,0,1
19,39391302,MED29,0.575053077423727,0.951552010207257,0,1
2,240435670,GPC1,0.348562500711823,0.914072639085118,0,1
14,77800082,ADCK1,0.845202329538676,0.983855640465564,0,1
16,1826939,HAGH,0.398310072977315,0.914072639085118,0,1
2,201233442,CASP8,0.228993856372222,0.882469044480933,0,1
12,26938325,INTS13,0.844787831730984,0.983855640465564,0,1
12,27014433,TM7SF3,0.80621585927228,0.981577162726756,0,1
20,44714843,CCN5,0.211507969738748,0.874718216013965,0,1
9,976963,DMRT3,0.329794185826565,0.90638659106597,0,1
19,19192589,RFXANK,0.213737609348631,0.874718216013965,0,1
5,128083765,SLC12A2,0.874501599547109,0.988286457099606,0,1
19,1040100,ABCA7,0.721870225266084,0.978200446661864,0,1
19,1174282,SBNO2,0.20429685236684,0.8648750883034,0,1
6,34792014,BLTP3A,0.770196871260664,0.980319912913549,0,1
1,88684221,PKN2,0.357116104709929,0.914072639085118,0,1
19,984270,WDR18,0.893202760560569,0.9914826985321,0,1
6,52576914,TRAM2,0.97360351614638,0.998645910094565,0,1
17,9021541,NTN1,0.237249916506381,0.88913921251193,0,1
10,13161553,MCM10,0.394724056648732,0.914072639085118,0,1
16,75623299,ADAT1,0.816882259384812,0.983164479510132,0,1
1,15847863,SPEN,0.572118027769833,0.951552010207257,0,1
1,212414900,PACC1,0.0813207525221746,0.790339318990664,0,1
6,83859642,CYB5R4,0.529577837831119,0.945969188029543,0,1
10,104086001,COL17A1,0.692671063310878,0.975070699273093,0,1
10,104268872,GSTO2,0.289643952197354,0.897986950518226,0,1
1,212285536,PPP2R5A,0.0892632083683333,0.793943067511299,0,1
19,8005658,ELAVL1,0.213736147851894,0.874718216013965,0,1
1,43300992,TIE1,0.112621960528016,0.804584248328812,0,1
12,50505106,DIP2B,0.0794453124115715,0.781347745177429,0,1
12,50084971,SMARCD1,0.74108348402905,0.980051035639129,0,1
1,42456115,ZMYND12,0.607688027937271,0.963705707162231,0,1
5,524331,SLC9A3,0.714083095704629,0.977486743374554,0,1
11,30586871,MPPED2,0.241891779317098,0.88913921251193,0,1
5,129094750,ISOC1,0.00437588281886581,0.505760241290666,0,1
8,65644733,MTFR1,0.484231927925519,0.937076443397291,0,1
18,57586771,FECH,0.842653671790847,0.98384115137052,0,1
15,72118576,MYO9A,0.39201476959353,0.914072639085118,0,1
5,55535049,PLPP1,0.15311794140522,0.831803030744197,0,1
15,73051709,NEO1,0.914772138561682,0.991789036825467,0,1
15,73994621,STOML1,0.128152803248098,0.813175935279845,0,1
15,72231821,PKM,0.996346676376144,0.999788830916173,0,1
15,43510727,TP53BP1,0.599128780052441,0.960534220316977,0,1
1,218285286,RRP15,0.923461494679473,0.992242881908092,0,1
17,43483864,DHX8,0.851008039425642,0.984496531380847,0,1
1,220094101,IARS2,0.376927505086035,0.914072639085118,0,1
3,50340935,RASSF1,0.604620734288195,0.963705707162231,0,1
4,1793306,FGFR3,0.750369486815292,0.980319912913549,0,1
17,43006724,IFI35,0.421540001829472,0.921272044476111,0,1
17,60078930,HEATR6,0.415871552993784,0.91993900102567,0,1
2,86106154,POLR1A,0.0363106886035738,0.715835621434441,0,1
3,48740352,IP6K2,0.663187328508508,0.974288121180029,0,1
2,48768953,STON1-GTF2A1L,0.417979613402242,0.920844234123299,0,1
2,45612164,SRBD1,0.739958636682778,0.980051035639129,0,1
11,64745455,RASGRP2,0.251460513276817,0.88913921251193,0,1
11,64760296,PYGM,0.489351265356311,0.937649279022182,0,1
6,46954942,ADGRF5,0.721229039545819,0.978200446661864,0,1
1,229508340,NUP133,0.427412171089441,0.923093257127567,0,1
19,44747835,BCL3,0.20317960664749,0.8648750883034,0,1
12,9664968,CLEC2D,0.250039804075301,0.88913921251193,0,1
1,6424669,HES2,0.00990752932802574,0.578576378294865,0,1
12,14696584,GUCY2C,0.455054534450871,0.92988238019171,0,1
3,150050727,PFN2,0.143707495752668,0.829160941936744,0,1
14,64879882,SPTB,0.486251420434947,0.93732026576331,0,1
9,105244621,SLC44A1,0.84125198510845,0.98384115137052,0,1
14,56488353,TMEM260,0.62032386990408,0.964861884352216,0,1
22,19291715,CLTCL1,0.681269776511475,0.974594704630722,0,1
3,126475918,ZXDC,0.762647266143745,0.980319912913549,0,1
17,76726798,JMJD6,0.216391566033728,0.874826768637889,0,1
5,150485817,NDST1,0.0826467401926083,0.790339318990664,0,1
7,97872541,ASNS,0.423559434527843,0.921272044476111,0,1
16,58197919,CSNK2A2,0.0653731549391166,0.758048283612543,0,1
7,24981633,OSBPL3,0.383860528836926,0.914072639085118,0,1
2,101696849,MAP4K4,0.28140009072494,0.893636817508345,0,1
2,101002244,RPL31,0.0948675746067074,0.793943067511299,0,1
7,17940500,SNX13,0.907666328669583,0.9914826985321,0,1
7,73683567,BUD23,0.284204768784082,0.895919445975465,0,1
2,12716888,TRIB2,0.44984140169085,0.929385837272337,0,1
19,1407568,DAZAP1,0.951449514216323,0.995592880302747,0,1
19,1592800,MBD3,0.615869860724431,0.964861884352216,0,1
8,144409348,CPSF1,0.230063332125147,0.88401894518963,0,1
2,171522246,CYBRD1,0.537873368930165,0.94870187503825,0,1
14,67695813,RDH11,0.777300383147576,0.980319912913549,0,1
17,19215614,EPN2,0.0424798071229446,0.736986376599425,0,1
2,127681785,LIMS2,0.0180750226371471,0.648644888191839,0,1
2,219434845,SPEG,0.025213308048551,0.670635439677434,0,1
10,61001439,RHOBTB1,0.0999201683415007,0.793943067511299,0,1
1,161663146,FCGR2B,0.506568547743013,0.94090492292151,0,1
5,172188385,STK10,0.558483955432969,0.951392832444744,0,1
4,5893057,CRMP1,0.0200992302893352,0.65720660677987,0,1
16,15643266,NDE1,0.246569039228617,0.88913921251193,0,1
19,16197577,AP1M1,0.496973337362013,0.94090492292151,0,1
19,44643797,PVR,0.372340108456364,0.914072639085118,0,1
19,43580472,XRCC1,0.266530791826029,0.893247573030753,0,1
3,127598251,MCM2,0.16717870815417,0.842526707618316,0,1
22,50089878,MOV10L1,0.463792328520278,0.930640201104229,0,1
17,35142314,NLE1,0.0315278197846665,0.698036992425422,0,1
17,40648298,SMARCE1,0.0969103811720879,0.793943067511299,0,1
2,169031321,ABCB11,0.3067540442548,0.904400779983463,0,1
17,46590668,NSF,0.214076617315501,0.874718216013965,0,1
16,1773154,MRPS34,0.0697225950849314,0.760287830281628,0,1
15,65530417,HACD3,0.0415693620952731,0.736986376599425,0,1
6,154356791,IPCEF1,0.400958900876585,0.914072639085118,0,1
17,4143019,ZZEF1,0.109953194159781,0.802131374967026,0,1
4,48134255,TXK,0.896287814649968,0.9914826985321,0,1
15,66386745,TIPIN,0.407107937124185,0.916209797920349,0,1
11,108121750,ACAT1,0.181960158328359,0.851093547070041,0,1
2,70768224,ADD2,0.423797552249006,0.921272044476111,0,1
16,89720983,VPS9D1,0.403031167741786,0.914072639085118,0,1
14,103385391,MARK3,0.679650484962358,0.974594704630722,0,1
12,98593590,SLC25A3,0.298684983768559,0.901052867368735,0,1
3,171810949,PLD1,0.00683209554908393,0.551975355567608,0,1
19,36054880,WDR62,0.262675948566823,0.890673521853415,0,1
3,197299299,DLG1,0.66966756222448,0.974288121180029,0,1
3,128726121,RAB7A,0.580833812433989,0.955479823539031,0,1
7,107580057,BCAP29,0.147161481061968,0.831022981212901,0,1
10,100519863,SEC31B,0.200029152633795,0.859115566502037,0,1
3,12557013,MKRN2,0.0507474778809875,0.744243263598373,0,1
2,135876425,MCM6,0.611772482955971,0.963705707162231,0,1
12,56521928,RBMS2,0.142525891126813,0.829160941936744,0,1
3,47381010,PTPN23,0.747235963105832,0.980319912913549,0,1
3,36993331,MLH1,0.668237380804946,0.974288121180029,0,1
1,171314207,FMO4,0.227997300353624,0.882164311843454,0,1
16,275939,RGS11,0.36232119608005,0.914072639085118,0,1
1,208244319,PLXNA2,0.385670131610065,0.914072639085118,0,1
12,109116594,ACACB,0.996368367634875,0.999788830916173,0,1
17,28743983,TRAF4,0.133929418794986,0.820125319537132,0,1
19,33080879,GPATCH1,0.412974086137308,0.918906782319041,0,1
10,103193305,NT5C2,0.478944184588819,0.933957611696401,0,1
19,7629564,XAB2,0.0569391109672395,0.744243263598373,0,1
7,117874138,CTTNBP2,0.277324702760412,0.893636817508345,0,1
3,25664498,TOP2B,0.9843985657271,0.999597498803595,0,1
1,77759851,USP33,0.0220889557446027,0.65720660677987,0,1
19,41397458,EXOSC5,0.463226708330789,0.930640201104229,0,1
10,26438202,APBB1IP,0.463326931484881,0.930640201104229,0,1
11,95790408,FAM76B,0.428771846529053,0.924296939272949,0,1
19,4182603,SIRT6,0.0476976297099045,0.739162526514506,0,1
1,236142504,GPR137B,0.0458644538331352,0.736986376599425,0,1
7,73328163,FKBP6,0.911039984931104,0.9914826985321,0,1
20,24949229,CST7,0.312128002322974,0.905768810095788,0,1
2,209424057,MAP2,0.350170888547064,0.914072639085118,0,1
18,46920147,PIAS2,0.0678756175445374,0.760287830281628,0,1
7,38631566,AMPH,0.705976513084365,0.977486743374554,0,1
4,39698043,UBE2K,0.575178757358507,0.951552010207257,0,1
18,41955205,PIK3C3,0.348912516933098,0.914072639085118,0,1
6,157981886,SYNJ2,0.909242943898444,0.9914826985321,0,1
7,100428791,ZCWPW1,0.0216103018749561,0.65720660677987,0,1
1,51878936,NRDC,0.610776248238163,0.963705707162231,0,1
8,17922839,PCM1,0.363989116100335,0.914072639085118,0,1
1,1232030,SDF4,0.257876198918971,0.890584046973389,0,1
20,34975402,MYH7B,0.144131653787923,0.829935271849547,0,1
2,178194480,OSBPL6,0.457982997795955,0.92988238019171,0,1
12,47771039,RAPGEF3,0.293595718094304,0.897986950518226,0,1
19,42268536,CIC,0.0860092980922749,0.793476910701552,0,1
2,15591177,DDX1,0.0989838025408225,0.793943067511299,0,1
6,132513197,STX7,0.162503560249183,0.841219751086336,0,1
22,50783662,RABL2B,0.907141082189109,0.9914826985321,0,1
13,94479681,DCT,0.80304341158394,0.981420168022581,0,1
9,3526003,RFX3,0.842548421501621,0.98384115137052,0,1
2,151409882,RIF1,0.0417544432833685,0.736986376599425,0,1
5,114360944,KCNN2,0.671047177998161,0.974288121180029,0,1
14,73136417,PSEN1,0.376300589758272,0.914072639085118,0,1
20,37095783,RBL1,0.659238270583795,0.974288121180029,0,1
20,36306335,DLGAP4,0.814810040067612,0.982753220000385,0,1
11,133956984,IGSF9B,0.0911397472453179,0.793943067511299,0,1
1,16499256,CROCCP3,0.36415498498709,0.914072639085118,0,1
3,132654445,UBA5,0.439583903166709,0.924607100410356,0,1
2,196176502,STK17B,0.320472642336627,0.905768810095788,0,1
2,169362684,LRP2,NA,NA,0,1
19,19821750,ZNF506,0.276163913427933,0.893636817508345,0,1
12,125065378,AACS,0.47684699160211,0.933957611696401,0,1
5,141121798,PCDHB4,0.00588251584929611,0.537255912156431,0,1
5,141338759,PCDHGA2,0.348536168596976,0.914072639085118,0,1
1,53945928,IFT25,0.845866378688698,0.983855640465564,0,1
2,200810593,BZW1,0.548828663221896,0.951392832444744,0,1
1,211326614,TRAF5,0.12717263222901,0.813175935279845,0,1
3,123028604,SEMA5B,0.533491224430563,0.946262719931653,0,1
6,83067665,DOP1A,0.151022093132359,0.831803030744197,0,1
17,19867935,ULK2,0.862152678595981,0.984985537243871,0,1
8,101492431,GRHL2,0.104840827946911,0.800476329262481,0,1
5,72816565,TNPO1,0.461585950693034,0.930640201104229,0,1
1,11934204,PLOD1,0.137547747289683,0.822029631000378,0,1
13,72782057,DIS3,0.464162316267752,0.930640201104229,0,1
13,60396456,TDRD3,0.898474424540853,0.9914826985321,0,1
19,58512064,SLC27A5,0.809230204574516,0.982134296771912,0,1
19,57769654,ZNF586,0.105391188643463,0.800476329262481,0,1
19,57191499,ZNF264,0.582576508672672,0.955650696212407,0,1
1,39692181,PPIE,0.406829298051888,0.916030083288499,0,1
1,40258106,ZMPSTE24,0.124907549994605,0.813175935279845,0,1
2,96208414,STARD7,0.0131005830728179,0.604837450248446,0,1
4,56978638,NOA1,0.197283059602398,0.855258281186034,0,1
1,32222018,EIF3I,0.888940148205347,0.9914826985321,0,1
2,27217389,CAD,0.435156802466339,0.924558755381023,0,1
7,100373444,PILRA,0.226666614295298,0.881520083946582,0,1
8,86514426,CPNE3,0.512076781602134,0.94090492292151,0,1
11,70398488,CTTN,0.476528452059735,0.933957611696401,0,1
