CHR,BP,SNP,P_nonlog,p_adjusted,CTS,NS
5,154941069,MRPL22,0.227519403038739,0.888034623536241,0.485148514851485,0.514851485148515
6,83067665,DOP1A,0.123513582106074,0.85348530038836,0.247524752475248,0.752475247524752
9,86354453,TUT7,0.727368534457,0.986693448675965,0.188118811881188,0.811881188118812
1,11934204,PLOD1,0.344933733335194,0.929159481764704,0.247524752475248,0.752475247524752
19,58475763,ZNF446,0.543489162078289,0.975406315684351,0.415841584158416,0.564356435643564
4,68350088,YTHDC1,0.769836145285338,0.986693448675965,0.198019801980198,0.762376237623762
1,40258106,ZMPSTE24,0.14060063124042,0.85348530038836,0.118811881188119,0.881188118811881
2,96208414,STARD7,0.160590021202521,0.860563450607116,0.0495049504950495,0.95049504950495
12,14803539,WBP11,0.351021850838068,0.932706497756359,0.267326732673267,0.732673267326733
1,32179685,TXLNA,0.891262528498207,0.993838485926498,0.277227722772277,0.722772277227723
7,100373444,PILRA,0.00723447999606264,0.484781677750629,0.386138613861386,0.613861386138614
8,86514426,CPNE3,0.189880399672575,0.872389146076506,0.326732673267327,0.663366336633663
11,70398488,CTTN,0.442083194114365,0.958818243561927,0.287128712871287,0.712871287128713
1,51519327,EPS15,0.422879091390811,0.954726596492383,0.198019801980198,0.801980198019802
2,233210050,ATG16L1,0.176111324556406,0.864907291558384,0.227722772277228,0.772277227722772
2,233566781,USP40,0.061527378581645,0.788587632262122,0.346534653465347,0.643564356435644
12,49967238,AQP6,0.969484868906988,0.997599608026297,0.188118811881188,0.801980198019802
11,49208669,FOLH1,0.465954907576553,0.963328237754255,0.435643564356436,0.564356435643564
7,26291894,SNX10,0.79183488103781,0.988054551647067,0.257425742574257,0.742574257425743
4,8440722,ACOX3,0.844670214006897,0.988280371049978,0.257425742574257,0.594059405940594
19,48965300,FTL,0.297752322657786,0.91430374739279,0.346534653465347,0.633663366336634
17,78378639,PGS1,0.63315114980346,0.986693448675965,0.0594059405940594,0.940594059405941
5,177022601,UIMC1,0.774010788327108,0.986693448675965,0.396039603960396,0.603960396039604
19,48552074,SULT2B1,0.175785155923469,0.864907291558384,0.306930693069307,0.673267326732673
19,55038263,GP6,0.756783216160967,0.986693448675965,0.356435643564356,0.643564356435644
20,35147363,EDEM2,0.848749358593814,0.989018418735931,0.356435643564356,0.643564356435644
20,3707127,SIGLEC1,0.654965793359894,0.986693448675965,0.198019801980198,0.801980198019802
20,1393171,FKBP1A,0.390123420501256,0.949940441823507,0.425742574257426,0.574257425742574
20,2800636,CPXM1,0.127280684675712,0.85348530038836,0.0891089108910891,0.752475247524752
12,120194709,GCN1,0.388408164440347,0.949940441823507,0.158415841584158,0.841584158415842
12,120302315,SIRT4,0.969393321363731,0.997599608026297,0.366336633663366,0.633663366336634
20,16573433,KIF16B,0.184308564368796,0.869735635456655,0.198019801980198,0.603960396039604
12,118136026,PEBP1,0.856687488399858,0.989531179627273,0.0693069306930693,0.930693069306931
12,112013315,ERP29,0.410695646423684,0.954095677143511,0.356435643564356,0.643564356435644
19,35154729,FXYD5,0.0634980142178048,0.788587632262122,0.0891089108910891,0.910891089108911
19,40465839,BLVRB,0.445582963510943,0.958818243561927,0.287128712871287,0.712871287128713
4,1289850,MAEA,0.254529188683625,0.890893780830835,0.0099009900990099,0.99009900990099
12,69348340,LYZ,0.951925182399794,0.997568842811798,0.227722772277228,0.752475247524752
1,20508160,MUL1,0.715482515957711,0.986693448675965,0.138613861386139,0.861386138613861
15,65133835,PDCD7,0.762788095229275,0.986693448675965,0.257425742574257,0.732673267326733
19,49474206,FLT3LG,0.0542697025352781,0.777470637100559,0.475247524752475,0.524752475247525
12,132828857,GOLGA3,0.759726896973297,0.986693448675965,0.158415841584158,0.831683168316832
16,70289542,AARS1,0.0270883745489352,0.685268714828848,0.326732673267327,0.673267326732673
5,146203599,RBM27,0.5401559722411,0.975406315684351,0.435643564356436,0.564356435643564
2,32265853,NLRC4,0.301965328258371,0.914686539893948,0.0594059405940594,0.940594059405941
16,16223521,ABCC6,0.755553506098507,0.986693448675965,0.188118811881188,0.811881188118812
17,4967871,SPAG7,0.802230454056181,0.988280371049978,0.247524752475248,0.752475247524752
14,20455104,OSGEP,0.414105246767998,0.954095677143511,0.168316831683168,0.831683168316832
1,119659797,PHGDH,0.273901296878407,0.896950240410628,0.485148514851485,0.504950495049505
6,158819411,EZR,0.778288007035072,0.986693448675965,0.396039603960396,0.574257425742574
6,127343608,ECHDC1,0.328440061636066,0.924999906290218,0.326732673267327,0.673267326732673
12,53324863,AAAS,0.510458241137831,0.970056100486537,0.455445544554455,0.544554455445545
1,171185207,FMO2,0.325194183024445,0.924824460425358,0.207920792079208,0.792079207920792
1,172532348,SUCO,0.941833065360335,0.997568842811798,0.455445544554455,0.544554455445545
9,109320963,EPB41L4B,0.96086758377168,0.997568842811798,0.346534653465347,0.653465346534653
9,105694543,TMEM38B,0.534626966919697,0.974812362531293,0.455445544554455,0.534653465346535
10,100267679,CWF19L1,0.442109039623943,0.958818243561927,0.108910891089109,0.891089108910891
10,100969904,SEMA4G,0.0280313597724358,0.689601209240019,0.445544554455446,0.554455445544555
10,35126790,CREM,0.0281992017514507,0.689967257189198,0.316831683168317,0.613861386138614
16,1256058,TPSD1,0.788062343815403,0.987592325908473,0.0396039603960396,0.96039603960396
9,26956372,IFT74,0.591592838512152,0.982895593611682,0.366336633663366,0.633663366336634
9,4984389,JAK2,0.445205461120994,0.958818243561927,0.366336633663366,0.633663366336634
1,6393553,ACOT7,0.497611772478517,0.969525073251696,0.227722772277228,0.772277227722772
1,85201045,SYDE2,0.0842790641867204,0.798196465179834,0.346534653465347,0.653465346534653
10,33336261,NRP1,0.822096115749847,0.988280371049978,0.257425742574257,0.742574257425743
10,24952603,PRTFDC1,0.0121200824669438,0.559290036652992,0.485148514851485,0.514851485148515
10,70052795,MACROH2A2,0.886057699758456,0.993838485926498,0.445544554455446,0.554455445544555
10,50067887,WASHC2A,0.382830903036988,0.947501908962801,0.465346534653465,0.534653465346535
16,30988270,HSD3B7,0.0227126842461531,0.638469221524396,0.297029702970297,0.702970297029703
19,531711,CDC34,0.960187482497554,0.997568842811798,0.405940594059406,0.594059405940594
9,21802542,MTAP,0.24175169838981,0.888034623536241,0.188118811881188,0.811881188118812
19,1095379,POLR2E,0.311442828081231,0.916078453268489,0.396039603960396,0.603960396039604
19,2476126,GADD45B,0.320049388268586,0.922644246207928,0.178217821782178,0.792079207920792
22,20115937,RANBP1,0.33630345111293,0.929159481764704,0.356435643564356,0.643564356435644
22,20129455,ZDHHC8,0.0182006834148767,0.614577689029616,0.277227722772277,0.722772277227723
22,20773878,SERPIND1,0.730459703391098,0.986693448675965,0.128712871287129,0.871287128712871
